"Index Name","Date","Open","High","Low","Close"
"NIFTY NEXT 50","29 Dec 2023","53033.55","53388.90","52845.05","53344.80"
"NIFTY NEXT 50","28 Dec 2023","52906.75","53038.65","52734.80","52964.10"
"NIFTY NEXT 50","27 Dec 2023","52699.35","52875.00","52428.95","52680.20"
"NIFTY NEXT 50","26 Dec 2023","52201.05","52483.30","52113.20","52434.85"
"NIFTY NEXT 50","22 Dec 2023","51845.95","51999.50","51514.95","51944.00"
"NIFTY NEXT 50","21 Dec 2023","50385.35","51594.25","50102.95","51520.65"
"NIFTY NEXT 50","20 Dec 2023","52734.65","52823.40","50688.00","50844.60"
"NIFTY NEXT 50","19 Dec 2023","52481.85","52515.80","51917.70","52387.20"
"NIFTY NEXT 50","18 Dec 2023","52090.00","52369.00","51796.75","52301.00"
"NIFTY NEXT 50","15 Dec 2023","52191.60","52210.55","51836.25","51957.35"
"NIFTY NEXT 50","14 Dec 2023","51651.25","52004.70","51540.75","51925.45"
"NIFTY NEXT 50","13 Dec 2023","50984.65","51321.60","50687.45","51273.50"
"NIFTY NEXT 50","12 Dec 2023","51324.15","51352.45","50583.90","50813.20"
"NIFTY NEXT 50","11 Dec 2023","50770.10","51172.95","50696.85","51139.65"
"NIFTY NEXT 50","08 Dec 2023","51197.70","51289.55","50079.00","50608.75"
"NIFTY NEXT 50","07 Dec 2023","50753.20","50987.25","50544.35","50920.60"
"NIFTY NEXT 50","06 Dec 2023","50223.45","50621.80","50184.35","50517.35"
"NIFTY NEXT 50","05 Dec 2023","49568.00","49956.60","49405.70","49937.35"
"NIFTY NEXT 50","04 Dec 2023","49347.55","49473.10","49071.40","49424.80"
"NIFTY NEXT 50","01 Dec 2023","48373.10","48565.55","48197.45","48486.40"
"NIFTY NEXT 50","30 Nov 2023","47550.50","48082.95","47382.70","48020.40"
"NIFTY NEXT 50","29 Nov 2023","47471.95","47556.40","47414.20","47487.50"
"NIFTY NEXT 50","28 Nov 2023","46793.30","47216.25","46718.60","47161.95"
"NIFTY NEXT 50","24 Nov 2023","46762.80","46819.00","46578.10","46607.75"
"NIFTY NEXT 50","23 Nov 2023","46651.40","46781.40","46549.45","46675.55"
"NIFTY NEXT 50","22 Nov 2023","46768.75","46851.15","46367.85","46541.15"
"NIFTY NEXT 50","21 Nov 2023","46887.60","46935.15","46683.95","46718.25"
"NIFTY NEXT 50","20 Nov 2023","46943.55","46948.55","46640.45","46716.90"
"NIFTY NEXT 50","17 Nov 2023","46510.90","46870.75","46422.90","46838.25"
"NIFTY NEXT 50","16 Nov 2023","46486.45","46691.25","46330.25","46591.55"
"NIFTY NEXT 50","15 Nov 2023","46348.05","46478.55","46155.05","46425.55"
"NIFTY NEXT 50","13 Nov 2023","45898.20","46009.85","45739.65","45986.70"
"NIFTY NEXT 50","12 Nov 2023","46070.30","46090.10","45897.10","45942.95"
"NIFTY NEXT 50","10 Nov 2023","45568.65","45767.50","45378.50","45724.20"
"NIFTY NEXT 50","09 Nov 2023","45996.20","46011.25","45628.15","45660.40"
"NIFTY NEXT 50","08 Nov 2023","45798.85","45912.20","45695.65","45894.90"
"NIFTY NEXT 50","07 Nov 2023","45302.50","45641.15","45137.85","45593.30"
"NIFTY NEXT 50","06 Nov 2023","45061.80","45269.35","44985.35","45227.45"
"NIFTY NEXT 50","03 Nov 2023","44691.35","44907.90","44613.35","44885.00"
"NIFTY NEXT 50","02 Nov 2023","44114.75","44478.35","44086.30","44451.10"
"NIFTY NEXT 50","01 Nov 2023","44122.15","44216.25","43718.65","43783.15"
"NIFTY NEXT 50","31 Oct 2023","44133.90","44183.05","43890.95","44019.10"
"NIFTY NEXT 50","30 Oct 2023","43923.85","43982.85","43462.85","43906.60"
"NIFTY NEXT 50","27 Oct 2023","43257.75","43939.40","43252.50","43837.50"
"NIFTY NEXT 50","26 Oct 2023","43226.30","43228.40","42539.15","42994.50"
"NIFTY NEXT 50","25 Oct 2023","43762.45","44022.85","43144.15","43418.65"
"NIFTY NEXT 50","23 Oct 2023","44552.80","44604.15","43574.55","43684.75"
"NIFTY NEXT 50","20 Oct 2023","44883.85","44911.10","44464.85","44547.65"
"NIFTY NEXT 50","19 Oct 2023","44911.55","45065.80","44682.25","44974.50"
"NIFTY NEXT 50","18 Oct 2023","45625.95","45636.45","45011.10","45120.25"
"NIFTY NEXT 50","17 Oct 2023","45595.15","45652.65","45518.70","45586.75"
"NIFTY NEXT 50","16 Oct 2023","45271.60","45502.95","45202.40","45421.45"
"NIFTY NEXT 50","13 Oct 2023","45158.20","45403.00","45114.95","45290.30"
"NIFTY NEXT 50","12 Oct 2023","45368.75","45435.10","45285.15","45342.00"
"NIFTY NEXT 50","11 Oct 2023","45199.35","45382.35","45160.05","45237.05"
"NIFTY NEXT 50","10 Oct 2023","44596.70","45035.05","44581.00","45006.20"
"NIFTY NEXT 50","09 Oct 2023","44550.90","44605.00","44251.25","44407.10"
"NIFTY NEXT 50","06 Oct 2023","44886.40","44987.05","44780.20","44950.40"
"NIFTY NEXT 50","05 Oct 2023","44759.85","44862.95","44521.75","44669.65"
"NIFTY NEXT 50","04 Oct 2023","45068.70","45084.70","44337.75","44560.85"
"NIFTY NEXT 50","03 Oct 2023","45133.15","45213.50","44901.85","45186.75"
"NIFTY NEXT 50","29 Sep 2023","44739.55","45163.70","44672.65","45036.65"
"NIFTY NEXT 50","28 Sep 2023","45286.20","45311.85","44469.90","44548.80"
"NIFTY NEXT 50","27 Sep 2023","45173.50","45245.00","44896.75","45222.60"
"NIFTY NEXT 50","26 Sep 2023","45092.85","45285.05","45085.10","45158.90"
"NIFTY NEXT 50","25 Sep 2023","45248.55","45281.45","44876.40","45070.95"
"NIFTY NEXT 50","22 Sep 2023","45265.05","45506.85","45008.05","45176.00"
"NIFTY NEXT 50","21 Sep 2023","45586.85","45718.90","45125.95","45231.20"
"NIFTY NEXT 50","20 Sep 2023","45915.70","46058.00","45550.20","45620.65"
"NIFTY NEXT 50","18 Sep 2023","46296.05","46296.40","45979.70","46026.05"
"NIFTY NEXT 50","15 Sep 2023","46116.15","46146.50","45889.30","46051.85"
"NIFTY NEXT 50","14 Sep 2023","45861.65","46030.45","45743.95","45971.20"
"NIFTY NEXT 50","13 Sep 2023","45496.45","45735.75","45068.15","45655.45"
"NIFTY NEXT 50","12 Sep 2023","46796.60","46799.00","45430.60","45515.35"
"NIFTY NEXT 50","11 Sep 2023","46359.60","46637.15","46277.80","46585.70"
"NIFTY NEXT 50","08 Sep 2023","45893.35","46207.10","45853.25","46110.80"
"NIFTY NEXT 50","07 Sep 2023","45569.35","45794.90","45508.15","45739.35"
"NIFTY NEXT 50","06 Sep 2023","45382.60","45531.20","45287.50","45508.15"
"NIFTY NEXT 50","05 Sep 2023","45348.15","45433.70","45126.30","45294.10"
"NIFTY NEXT 50","04 Sep 2023","45026.45","45244.25","44799.75","45201.00"
"NIFTY NEXT 50","01 Sep 2023","44493.70","44836.70","44403.55","44799.75"
"NIFTY NEXT 50","31 Aug 2023","44785.65","44797.15","44375.30","44415.50"
"NIFTY NEXT 50","30 Aug 2023","44798.40","44905.85","44709.85","44743.25"
"NIFTY NEXT 50","29 Aug 2023","44460.60","44628.45","44405.05","44589.40"
"NIFTY NEXT 50","28 Aug 2023","44276.85","44400.50","44121.85","44326.45"
"NIFTY NEXT 50","25 Aug 2023","44431.00","44531.20","44008.80","44087.55"
"NIFTY NEXT 50","24 Aug 2023","44626.90","44730.45","44458.05","44504.60"
"NIFTY NEXT 50","23 Aug 2023","44466.00","44555.95","44316.25","44346.00"
"NIFTY NEXT 50","22 Aug 2023","44176.30","44359.70","44142.55","44324.50"
"NIFTY NEXT 50","21 Aug 2023","43756.35","44064.60","43691.05","44033.90"
"NIFTY NEXT 50","18 Aug 2023","43855.60","43883.10","43613.25","43681.00"
"NIFTY NEXT 50","17 Aug 2023","44075.60","44127.20","43838.05","43892.85"
"NIFTY NEXT 50","16 Aug 2023","43889.20","44045.05","43662.15","44009.75"
"NIFTY NEXT 50","14 Aug 2023","44460.55","44460.55","43600.10","44008.75"
"NIFTY NEXT 50","11 Aug 2023","44824.25","44862.50","44508.00","44566.70"
"NIFTY NEXT 50","10 Aug 2023","45009.50","45009.50","44578.00","44676.15"
"NIFTY NEXT 50","09 Aug 2023","44950.80","44983.05","44728.25","44948.15"
"NIFTY NEXT 50","08 Aug 2023","44953.90","44989.65","44547.75","44838.80"
"NIFTY NEXT 50","07 Aug 2023","44908.00","44930.95","44696.85","44838.45"
"NIFTY NEXT 50","04 Aug 2023","44637.10","44913.90","44627.80","44765.00"
"NIFTY NEXT 50","03 Aug 2023","44588.35","44621.10","44150.05","44414.55"
"NIFTY NEXT 50","02 Aug 2023","45219.60","45242.35","44316.55","44645.80"
"NIFTY NEXT 50","01 Aug 2023","45393.55","45408.55","45170.60","45263.25"
"NIFTY NEXT 50","31 Jul 2023","45156.00","45368.45","45151.70","45287.00"
"NIFTY NEXT 50","28 Jul 2023","44858.35","45187.95","44732.50","45166.40"
"NIFTY NEXT 50","27 Jul 2023","44682.30","44824.00","44543.30","44696.45"
"NIFTY NEXT 50","26 Jul 2023","44579.65","44622.00","44446.40","44568.25"
"NIFTY NEXT 50","25 Jul 2023","44253.25","44432.25","44118.00","44407.55"
"NIFTY NEXT 50","24 Jul 2023","44256.65","44345.20","44113.15","44176.80"
"NIFTY NEXT 50","21 Jul 2023","44292.70","44401.15","44139.80","44184.75"
"NIFTY NEXT 50","20 Jul 2023","44489.65","44506.15","44166.45","44350.80"
"NIFTY NEXT 50","19 Jul 2023","44289.65","44444.90","44242.20","44414.40"
"NIFTY NEXT 50","18 Jul 2023","44506.90","44507.10","44053.15","44180.60"
"NIFTY NEXT 50","17 Jul 2023","44334.95","44437.90","44258.40","44370.15"
"NIFTY NEXT 50","14 Jul 2023","44113.75","44286.65","43890.40","44243.05"
"NIFTY NEXT 50","13 Jul 2023","44392.05","44473.20","43781.05","43917.10"
"NIFTY NEXT 50","12 Jul 2023","44186.40","44231.05","43949.20","44202.85"
"NIFTY NEXT 50","11 Jul 2023","43866.30","44210.10","43812.55","44090.80"
"NIFTY NEXT 50","10 Jul 2023","44120.00","44132.95","43659.70","43759.95"
"NIFTY NEXT 50","07 Jul 2023","44371.40","44510.10","43928.00","44002.50"
"NIFTY NEXT 50","06 Jul 2023","44209.35","44396.75","44136.70","44372.10"
"NIFTY NEXT 50","05 Jul 2023","43932.30","44156.80","43867.15","44108.00"
"NIFTY NEXT 50","04 Jul 2023","44073.55","44081.00","43647.90","43758.20"
"NIFTY NEXT 50","03 Jul 2023","43921.75","43966.10","43780.85","43924.85"
"NIFTY NEXT 50","30 Jun 2023","43622.65","43782.90","43575.50","43750.30"
"NIFTY NEXT 50","28 Jun 2023","43381.80","43524.05","43263.30","43465.45"
"NIFTY NEXT 50","27 Jun 2023","43149.65","43254.50","43074.10","43192.60"
"NIFTY NEXT 50","26 Jun 2023","42669.30","43070.75","42589.85","43006.60"
"NIFTY NEXT 50","23 Jun 2023","43406.50","43414.80","42781.55","42833.15"
