"Index Name","Date","Open","High","Low","Close"
"NIFTY MIDCAP 150","31 Dec 2020","7844.80","7878.80","7828.70","7862.90"
"NIFTY MIDCAP 150","30 Dec 2020","7833.90","7841.60","7756.35","7833.20"
"NIFTY MIDCAP 150","29 Dec 2020","7856.75","7869.45","7766.35","7806.95"
"NIFTY MIDCAP 150","28 Dec 2020","7789.35","7826.40","7778.30","7813.85"
"NIFTY MIDCAP 150","24 Dec 2020","7761.50","7793.55","7710.45","7733.60"
"NIFTY MIDCAP 150","23 Dec 2020","7566.30","7722.40","7553.60","7711.85"
"NIFTY MIDCAP 150","22 Dec 2020","7465.75","7565.45","7264.35","7538.50"
"NIFTY MIDCAP 150","21 Dec 2020","7812.40","7823.65","7359.55","7492.05"
"NIFTY MIDCAP 150","18 Dec 2020","7859.15","7873.25","7753.00","7831.75"
"NIFTY MIDCAP 150","17 Dec 2020","7873.95","7914.15","7822.75","7843.30"
"NIFTY MIDCAP 150","16 Dec 2020","7812.25","7865.80","7811.30","7858.70"
"NIFTY MIDCAP 150","15 Dec 2020","7751.50","7778.40","7689.65","7771.35"
"NIFTY MIDCAP 150","14 Dec 2020","7746.40","7762.60","7721.25","7749.10"
"NIFTY MIDCAP 150","11 Dec 2020","7713.95","7753.60","7656.30","7705.05"
"NIFTY MIDCAP 150","10 Dec 2020","7747.00","7747.40","7628.15","7688.15"
"NIFTY MIDCAP 150","09 Dec 2020","7757.15","7775.90","7731.45","7745.05"
"NIFTY MIDCAP 150","08 Dec 2020","7768.20","7779.35","7636.35","7701.55"
"NIFTY MIDCAP 150","07 Dec 2020","7651.85","7712.70","7650.35","7706.60"
"NIFTY MIDCAP 150","04 Dec 2020","7638.05","7667.05","7554.35","7625.90"
"NIFTY MIDCAP 150","03 Dec 2020","7614.40","7629.50","7584.35","7597.80"
"NIFTY MIDCAP 150","02 Dec 2020","7553.90","7572.90","7497.25","7566.80"
"NIFTY MIDCAP 150","01 Dec 2020","7524.25","7529.55","7481.10","7521.30"
"NIFTY MIDCAP 150","27 Nov 2020","7317.65","7477.90","7316.95","7455.60"
"NIFTY MIDCAP 150","26 Nov 2020","7256.75","7286.25","7193.30","7278.15"
"NIFTY MIDCAP 150","25 Nov 2020","7382.00","7387.15","7215.25","7227.55"
"NIFTY MIDCAP 150","24 Nov 2020","7322.55","7347.95","7316.40","7340.00"
"NIFTY MIDCAP 150","23 Nov 2020","7246.85","7289.15","7238.45","7279.50"
"NIFTY MIDCAP 150","20 Nov 2020","7173.40","7224.80","7127.65","7194.85"
"NIFTY MIDCAP 150","19 Nov 2020","7143.75","7246.10","7102.60","7131.70"
"NIFTY MIDCAP 150","18 Nov 2020","7064.55","7167.85","7057.95","7163.65"
"NIFTY MIDCAP 150","17 Nov 2020","7004.40","7067.65","6995.10","7062.35"
"NIFTY MIDCAP 150","14 Nov 2020","6991.55","7003.10","6957.10","6975.60"
"NIFTY MIDCAP 150","13 Nov 2020","6868.55","6940.00","6854.60","6935.20"
"NIFTY MIDCAP 150","12 Nov 2020","6847.05","6882.60","6835.15","6870.65"
"NIFTY MIDCAP 150","11 Nov 2020","6843.30","6890.20","6788.45","6834.60"
"NIFTY MIDCAP 150","10 Nov 2020","6856.65","6858.65","6779.70","6817.10"
"NIFTY MIDCAP 150","09 Nov 2020","6800.60","6808.90","6743.40","6803.85"
"NIFTY MIDCAP 150","06 Nov 2020","6724.35","6772.25","6713.20","6748.45"
"NIFTY MIDCAP 150","05 Nov 2020","6639.40","6709.60","6628.00","6703.75"
"NIFTY MIDCAP 150","04 Nov 2020","6561.60","6593.70","6528.80","6588.35"
"NIFTY MIDCAP 150","03 Nov 2020","6539.40","6567.75","6538.60","6555.70"
"NIFTY MIDCAP 150","02 Nov 2020","6521.80","6534.95","6473.70","6507.25"
"NIFTY MIDCAP 150","30 Oct 2020","6482.40","6544.15","6436.65","6494.70"
"NIFTY MIDCAP 150","29 Oct 2020","6455.20","6476.20","6411.80","6469.30"
"NIFTY MIDCAP 150","28 Oct 2020","6555.50","6579.80","6479.05","6493.25"
"NIFTY MIDCAP 150","27 Oct 2020","6480.15","6554.10","6425.15","6546.65"
"NIFTY MIDCAP 150","26 Oct 2020","6591.70","6592.50","6460.00","6473.55"
"NIFTY MIDCAP 150","23 Oct 2020","6565.75","6591.25","6550.95","6568.75"
"NIFTY MIDCAP 150","22 Oct 2020","6470.60","6539.50","6464.70","6524.60"
"NIFTY MIDCAP 150","21 Oct 2020","6491.55","6527.35","6417.70","6480.15"
"NIFTY MIDCAP 150","20 Oct 2020","6422.65","6472.80","6410.50","6468.10"
"NIFTY MIDCAP 150","19 Oct 2020","6434.45","6442.45","6391.00","6434.55"
"NIFTY MIDCAP 150","16 Oct 2020","6358.55","6401.10","6319.40","6396.00"
"NIFTY MIDCAP 150","15 Oct 2020","6441.90","6469.30","6320.70","6331.65"
"NIFTY MIDCAP 150","14 Oct 2020","6437.50","6445.90","6390.00","6429.15"
"NIFTY MIDCAP 150","13 Oct 2020","6466.50","6481.80","6432.85","6439.25"
"NIFTY MIDCAP 150","12 Oct 2020","6522.10","6544.65","6451.80","6469.65"
"NIFTY MIDCAP 150","09 Oct 2020","6532.40","6546.80","6495.00","6502.45"
"NIFTY MIDCAP 150","08 Oct 2020","6552.90","6567.55","6494.20","6517.95"
"NIFTY MIDCAP 150","07 Oct 2020","6569.60","6569.80","6515.50","6525.10"
"NIFTY MIDCAP 150","06 Oct 2020","6567.10","6581.80","6541.65","6560.70"
