DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
31-Dec-2013,EQ,"222.87","226.20","222.11","219.70","224.40","223.67","224.52","228.95","139.85","4,006","8,99,436.61","69"
30-Dec-2013,EQ,"224.00","224.00","217.27","224.38","219.40","219.70","219.76","228.95","139.85","5,246","11,52,850.86","134"
27-Dec-2013,EQ,"224.92","224.92","222.10","224.92","224.41","224.38","223.12","228.95","139.85","5,067","11,30,562.58","41"
26-Dec-2013,EQ,"227.00","227.00","221.55","221.50","223.00","224.92","224.94","228.95","139.85","3,090","6,95,075.50","96"
24-Dec-2013,EQ,"221.00","225.00","218.50","220.70","221.50","221.50","222.03","228.95","139.85","7,265","16,13,082.51","149"
23-Dec-2013,EQ,"220.95","220.97","218.20","221.06","220.97","220.70","220.23","228.95","139.85","1,957","4,30,992.50","91"
20-Dec-2013,EQ,"223.00","227.60","218.65","222.63","221.33","221.06","221.39","228.95","139.85","522","1,15,565.97","33"
19-Dec-2013,EQ,"221.98","228.95","218.00","218.75","223.27","222.63","222.21","228.95","139.85","13,622","30,26,908.80","116"
18-Dec-2013,EQ,"220.00","220.45","216.62","221.11","219.00","218.75","218.05","227.00","139.85","1,651","3,60,005.72","48"
17-Dec-2013,EQ,"218.00","227.00","211.00","216.88","222.50","221.11","217.23","227.00","139.85","32,521","70,64,442.98","128"
16-Dec-2013,EQ,"217.00","217.00","213.25","215.58","216.90","216.88","215.79","225.00","139.85","1,119","2,41,466.24","56"
13-Dec-2013,EQ,"213.00","216.00","213.00","213.24","216.00","215.58","215.49","225.00","139.85","11,461","24,69,764.59","44"
12-Dec-2013,EQ,"216.00","216.00","212.35","215.86","213.50","213.24","213.47","225.00","139.85","2,125","4,53,614.81","68"
11-Dec-2013,EQ,"215.00","216.40","214.65","216.24","216.05","215.86","215.92","225.00","139.85","1,275","2,75,299.57","38"
10-Dec-2013,EQ,"215.70","216.83","215.00","215.72","216.24","216.24","216.25","225.00","139.85","900","1,94,621.91","33"
09-Dec-2013,EQ,"215.00","215.72","214.22","216.17","215.72","215.72","215.47","225.00","139.85","1,729","3,72,554.92","73"
06-Dec-2013,EQ,"216.00","216.41","212.70","217.03","216.41","216.17","214.87","225.00","139.85","2,626","5,64,260.82","71"
05-Dec-2013,EQ,"216.50","217.06","216.00","219.28","217.06","217.03","216.50","225.00","139.85","691","1,49,599.65","35"
04-Dec-2013,EQ,"219.90","219.90","216.80","215.84","219.34","219.28","218.65","225.00","139.85","1,776","3,88,319.87","52"
03-Dec-2013,EQ,"217.98","218.75","213.75","217.70","217.80","215.84","216.42","225.00","139.85","1,980","4,28,509.58","63"
02-Dec-2013,EQ,"215.90","218.00","213.10","215.04","218.00","217.70","216.51","225.00","139.85","1,186","2,56,777.76","82"
29-Nov-2013,EQ,"216.50","216.50","211.66","215.62","215.48","215.04","213.44","225.00","139.85","2,416","5,15,662.69","45"
28-Nov-2013,EQ,"213.07","217.00","211.15","213.84","217.00","215.62","214.74","225.00","139.85","4,437","9,52,792.24","116"
27-Nov-2013,EQ,"213.00","215.60","213.00","213.50","213.07","213.84","213.50","225.00","139.85","647","1,38,136.03","26"
26-Nov-2013,EQ,"213.88","214.95","210.15","213.44","214.95","213.50","212.46","225.00","139.85","1,555","3,30,374.99","55"
25-Nov-2013,EQ,"213.48","214.44","210.15","213.50","211.05","213.44","212.58","225.00","139.85","1,812","3,85,187.94","58"
22-Nov-2013,EQ,"209.00","214.00","209.00","207.72","213.50","213.50","212.42","225.00","139.85","2,047","4,34,816.95","61"
21-Nov-2013,EQ,"208.00","210.48","206.74","206.59","207.89","207.72","207.86","225.00","139.85","737","1,53,189.41","41"
20-Nov-2013,EQ,"206.05","210.98","206.02","208.70","206.33","206.59","207.85","225.00","139.85","4,015","8,34,507.90","85"
