DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
31-Dec-2012,EQ,"143.00","143.00","139.85","141.60","139.95","140.23","140.40","167.00","115.31","4,074","5,72,008.42","69"
28-Dec-2012,EQ,"145.00","145.50","140.62","145.07","142.90","141.60","142.54","167.00","115.00","1,453","2,07,104.90","63"
27-Dec-2012,EQ,"145.00","145.49","144.00","143.58","145.25","145.07","145.16","167.00","115.00","248","35,999.15","14"
26-Dec-2012,EQ,"144.00","146.97","143.15","147.17","143.25","143.58","144.21","167.00","115.00","2,697","3,88,936.10","98"
24-Dec-2012,EQ,"145.90","147.85","145.02","145.00","145.02","147.17","146.59","167.00","115.00","1,221","1,78,982.75","69"
21-Dec-2012,EQ,"145.00","146.76","145.00","146.48","145.00","145.00","145.44","167.00","105.80","782","1,13,734.42","24"
20-Dec-2012,EQ,"147.00","147.00","143.11","146.00","145.25","146.48","145.64","167.00","105.80","1,340","1,95,157.50","44"
19-Dec-2012,EQ,"144.00","146.50","144.00","143.90","146.00","146.00","145.22","167.00","105.80","12,610","18,31,235.40","48"
18-Dec-2012,EQ,"141.51","144.45","140.00","142.49","143.90","143.90","141.36","167.00","105.80","3,273","4,62,685.10","41"
17-Dec-2012,EQ,"143.00","144.28","141.11","142.34","142.00","142.49","142.34","167.00","105.80","3,356","4,77,687.87","114"
14-Dec-2012,EQ,"143.50","144.82","140.25","143.39","143.10","142.34","141.92","167.00","105.80","2,621","3,71,983.81","101"
13-Dec-2012,EQ,"143.50","144.90","142.20","142.72","144.00","143.39","143.34","167.00","105.80","935","1,34,018.26","33"
12-Dec-2012,EQ,"144.43","144.43","140.10","140.83","142.95","142.72","141.30","167.00","105.80","24,843","35,10,419.76","112"
11-Dec-2012,EQ,"144.90","144.90","140.50","142.01","140.66","140.83","141.89","167.00","105.80","17,416","24,71,143.05","103"
10-Dec-2012,EQ,"145.00","145.00","141.50","144.97","142.01","142.01","142.87","167.00","105.80","1,655","2,36,441.85","55"
07-Dec-2012,EQ,"146.20","146.20","144.50","143.10","145.00","144.97","145.34","167.00","105.80","1,448","2,10,455.73","68"
06-Dec-2012,EQ,"153.88","153.88","142.20","147.43","142.71","143.10","142.37","167.00","105.80","16,546","23,55,733.04","84"
05-Dec-2012,EQ,"147.46","147.50","146.30","146.80","147.50","147.43","147.49","167.00","105.80","4,761","7,02,199.91","42"
04-Dec-2012,EQ,"148.00","148.00","145.20","147.86","146.80","146.80","147.67","167.00","105.80","574","84,762.43","31"
03-Dec-2012,EQ,"147.99","148.00","145.01","147.08","148.00","147.86","147.74","167.00","105.80","9,931","14,67,224.93","78"
30-Nov-2012,EQ,"148.00","148.00","143.42","146.00","146.25","147.08","146.78","167.00","105.80","5,424","7,96,118.61","85"
29-Nov-2012,EQ,"147.00","147.50","145.36","146.99","146.00","146.00","146.76","167.00","105.80","1,971","2,89,270.09","30"
27-Nov-2012,EQ,"147.65","147.65","146.55","146.74","147.00","146.99","146.92","167.00","105.80","613","90,059.30","31"
26-Nov-2012,EQ,"144.00","147.25","144.00","143.52","146.90","146.74","146.01","167.00","105.80","2,071","3,02,377.89","65"
23-Nov-2012,EQ,"144.00","144.50","143.00","143.73","143.00","143.52","144.28","167.00","105.80","6,494","9,36,923.60","59"
