DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
31-Dec-2021,EQ,"304.99","304.99","292.10","298.91","301.29","300.30","299.37","398.00","292.10","6,565","19,65,347.72","274"
30-Dec-2021,EQ,"299.99","299.99","297.59","297.59","299.00","298.91","298.97","398.00","297.10","2,534","7,57,589.24","183"
29-Dec-2021,EQ,"302.00","303.00","297.10","301.20","297.95","297.59","298.85","398.00","297.10","13,935","41,64,445.82","470"
28-Dec-2021,EQ,"303.90","303.90","300.00","301.82","301.11","301.20","301.31","398.00","300.00","4,897","14,75,493.10","151"
27-Dec-2021,EQ,"307.99","307.99","300.00","303.09","303.00","301.82","301.95","398.00","300.00","2,895","8,74,137.89","176"
24-Dec-2021,EQ,"302.45","304.98","301.10","302.45","303.15","303.09","302.72","398.00","300.65","2,162","6,54,490.29","109"
23-Dec-2021,EQ,"307.99","307.99","301.60","303.22","302.99","302.45","302.55","398.00","300.65","3,176","9,60,913.42","124"
22-Dec-2021,EQ,"304.24","307.60","300.65","304.24","303.90","303.22","302.42","398.00","300.65","7,302","22,08,265.44","329"
21-Dec-2021,EQ,"305.30","314.98","301.00","307.13","303.90","304.24","304.62","398.00","301.00","5,834","17,77,174.79","311"
20-Dec-2021,EQ,"304.00","311.99","304.00","309.06","307.05","307.13","307.63","398.00","303.00","3,543","10,89,942.85","262"
17-Dec-2021,EQ,"315.99","315.99","306.80","313.38","308.05","309.06","309.46","398.00","303.00","3,940","12,19,256.00","238"
16-Dec-2021,EQ,"313.99","317.94","308.95","310.60","313.35","313.38","313.13","398.00","303.00","1,239","3,87,970.41","123"
15-Dec-2021,EQ,"315.99","315.99","309.00","312.98","310.00","310.60","311.42","398.00","303.00","3,184","9,91,574.10","150"
14-Dec-2021,EQ,"319.95","319.95","311.00","318.67","312.75","312.98","314.52","398.00","303.00","10,128","31,85,422.89","227"
13-Dec-2021,EQ,"319.00","319.99","315.00","314.64","319.97","318.67","318.46","398.00","303.00","2,123","6,76,100.34","173"
10-Dec-2021,EQ,"317.99","317.99","311.69","314.73","313.51","314.64","314.02","398.00","303.00","1,298","4,07,592.46","129"
09-Dec-2021,EQ,"317.90","317.90","310.70","312.32","315.94","314.73","314.30","398.00","303.00","1,266","3,97,908.03","119"
08-Dec-2021,EQ,"317.99","317.99","310.00","311.42","312.80","312.32","312.60","398.00","303.00","831","2,59,768.61","92"
