DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
31-Dec-2015,EQ,"2,009.00","2,050.99","2,002.00","2,050.00","2,002.00","2,002.00","2,020.66","2,928.00","1,805.00","3","6,061.99","3"
30-Dec-2015,EQ,"2,035.00","2,050.00","2,006.00","2,044.00","2,050.00","2,050.00","2,030.74","2,928.00","1,805.00","27","54,830.00","10"
29-Dec-2015,EQ,"2,034.00","2,065.00","2,034.00","2,034.00","2,044.00","2,044.00","2,041.50","2,928.00","1,805.00","32","65,328.00","13"
28-Dec-2015,EQ,"2,050.00","2,050.00","2,000.00","2,005.60","2,034.00","2,034.00","2,018.04","2,928.00","1,805.00","32","64,577.19","19"
24-Dec-2015,EQ,"2,014.20","2,015.00","2,000.00","1,956.91","2,000.00","2,005.60","2,007.71","2,928.00","1,805.00","13","26,100.20","8"
23-Dec-2015,EQ,"2,011.00","2,043.00","1,821.50","2,046.66","1,980.00","1,956.91","1,963.28","2,928.00","1,805.00","230","4,51,553.85","45"
22-Dec-2015,EQ,"2,048.00","2,048.00","2,044.99","2,011.00","2,047.00","2,046.66","2,046.67","2,928.00","1,805.00","15","30,699.99","6"
21-Dec-2015,EQ,"2,054.00","2,054.00","2,011.00","1,971.22","2,011.00","2,011.00","2,034.21","2,928.00","1,805.00","19","38,650.00","9"
18-Dec-2015,EQ,"2,050.00","2,050.00","1,971.00","2,017.50","1,971.00","1,971.22","1,981.00","2,928.00","1,805.00","11","21,791.00","6"
17-Dec-2015,EQ,"2,035.00","2,155.00","1,981.00","1,986.00","2,028.00","2,017.50","2,030.93","2,928.00","1,805.00","29","58,897.00","13"
16-Dec-2015,EQ,"2,059.99","2,059.99","1,986.00","2,055.00","1,986.00","1,986.00","2,022.95","2,928.00","1,805.00","20","40,459.08","8"
15-Dec-2015,EQ,"2,055.00","2,055.00","1,960.35","2,060.00","2,055.00","2,055.00","1,993.37","2,928.00","1,805.00","22","43,854.20","11"
14-Dec-2015,EQ,"2,120.00","2,120.00","2,060.00","2,075.00","2,060.00","2,060.00","2,062.31","2,928.00","1,805.00","26","53,620.00","11"
11-Dec-2015,EQ,"2,075.00","2,075.00","2,075.00","2,012.40","2,075.00","2,075.00","2,075.00","2,928.00","1,805.00","2","4,150.00","1"
10-Dec-2015,EQ,"2,080.00","2,101.00","2,000.00","2,124.62","2,008.00","2,012.40","2,034.18","2,928.00","1,805.00","288","5,85,844.67","72"
09-Dec-2015,EQ,"2,130.00","2,130.00","2,120.00","2,150.00","2,120.00","2,124.62","2,124.62","2,928.00","1,805.00","11","23,370.85","4"
08-Dec-2015,EQ,"2,280.00","2,280.00","2,150.00","2,189.00","2,150.00","2,150.00","2,166.31","2,928.00","1,805.00","88","1,90,634.85","20"
07-Dec-2015,EQ,"2,200.00","2,320.00","2,189.00","2,200.00","2,189.00","2,189.00","2,204.02","2,928.00","1,805.00","496","10,93,195.62","48"
04-Dec-2015,EQ,"2,199.99","2,200.00","2,199.99","2,158.35","2,200.00","2,200.00","2,200.00","2,928.00","1,805.00","5","10,999.98","2"
03-Dec-2015,EQ,"2,158.35","2,158.35","2,158.35","2,199.99","2,158.35","2,158.35","2,158.35","2,928.00","1,805.00","1","2,158.35","1"
02-Dec-2015,EQ,"2,199.99","2,199.99","2,199.99","2,180.00","2,199.99","2,199.99","2,199.99","2,928.00","1,805.00","3","6,599.97","2"
01-Dec-2015,EQ,"2,199.00","2,200.00","2,180.00","2,199.94","2,180.00","2,180.00","2,191.28","2,928.00","1,805.00","7","15,338.98","5"
30-Nov-2015,EQ,"2,158.39","2,199.95","2,158.35","2,199.27","2,199.94","2,199.94","2,166.67","2,928.00","1,805.00","10","21,666.73","4"
27-Nov-2015,EQ,"2,188.00","2,200.00","2,188.00","2,211.00","2,200.00","2,199.27","2,198.21","2,928.00","1,805.00","14","30,775.00","5"
26-Nov-2015,EQ,"2,310.00","2,310.00","2,187.10","2,319.59","2,211.00","2,211.00","2,217.90","2,928.00","1,805.00","13","28,832.75","11"
24-Nov-2015,EQ,"2,317.99","2,320.00","2,317.99","2,200.00","2,320.00","2,319.59","2,319.60","2,928.00","1,805.00","5","11,597.99","2"
20-Nov-2015,EQ,"2,200.00","2,200.00","2,200.00","2,190.02","2,200.00","2,200.00","2,200.00","2,928.00","1,805.00","10","22,000.00","3"
19-Nov-2015,EQ,"2,195.00","2,195.00","2,190.02","2,210.00","2,190.02","2,190.02","2,192.01","2,928.00","1,805.00","10","21,920.12","2"
18-Nov-2015,EQ,"2,210.00","2,210.00","2,210.00","2,210.10","2,210.00","2,210.00","2,210.00","2,928.00","1,805.00","1","2,210.00","1"
17-Nov-2015,EQ,"2,231.00","2,231.00","2,210.10","2,195.00","2,210.10","2,210.10","2,229.77","2,928.00","1,805.00","34","75,812.10","4"
16-Nov-2015,EQ,"2,231.00","2,231.00","2,195.00","2,290.83","2,195.00","2,195.00","2,213.26","2,928.00","1,805.00","19","42,052.03","6"
13-Nov-2015,EQ,"2,220.00","2,295.00","2,220.00","2,250.00","2,270.00","2,290.83","2,258.64","2,928.00","1,805.00","11","24,845.00","7"
10-Nov-2015,EQ,"2,220.00","2,300.00","2,220.00","2,320.00","2,250.00","2,250.00","2,264.55","2,928.00","1,805.00","24","54,349.30","16"
09-Nov-2015,EQ,"2,225.00","2,320.00","2,225.00","2,275.00","2,320.00","2,320.00","2,300.17","2,928.00","1,805.00","27","62,104.50","9"
06-Nov-2015,EQ,"2,235.00","2,310.00","2,235.00","2,235.00","2,275.00","2,275.00","2,266.84","2,928.00","1,805.00","19","43,070.00","9"
05-Nov-2015,EQ,"2,235.00","2,235.00","2,235.00","2,240.00","2,235.00","2,235.00","2,235.00","2,928.00","1,805.00","15","33,525.00","3"
03-Nov-2015,EQ,"2,220.00","2,242.00","2,220.00","2,309.00","2,236.00","2,240.00","2,233.64","2,928.00","1,805.00","22","49,140.00","9"
02-Nov-2015,EQ,"2,320.00","2,320.00","2,309.00","2,276.88","2,309.00","2,309.00","2,312.67","2,928.00","1,805.00","6","13,876.00","3"
30-Oct-2015,EQ,"2,252.00","2,281.00","2,250.00","2,252.00","2,280.00","2,276.88","2,268.29","2,928.00","1,805.00","14","31,756.00","8"
29-Oct-2015,EQ,"2,245.00","2,252.00","2,245.00","2,226.50","2,252.00","2,252.00","2,248.27","2,928.00","1,805.00","15","33,724.00","2"
28-Oct-2015,EQ,"2,230.00","2,230.00","2,224.00","2,230.00","2,224.00","2,226.50","2,228.94","2,928.00","1,805.00","18","40,121.00","8"
27-Oct-2015,EQ,"2,229.02","2,290.00","2,229.02","2,228.73","2,230.00","2,230.00","2,262.81","2,928.00","1,805.00","21","47,519.02","17"
26-Oct-2015,EQ,"2,340.00","2,340.00","2,225.01","2,252.00","2,228.10","2,228.73","2,262.82","2,928.00","1,805.00","37","83,724.40","17"
21-Oct-2015,EQ,"2,252.00","2,252.00","2,252.00","2,252.00","2,252.00","2,252.00","2,252.00","2,928.00","1,802.50","1","2,252.00","1"
20-Oct-2015,EQ,"2,270.00","2,270.00","2,252.00","2,252.00","2,252.00","2,252.00","2,261.00","2,928.00","1,802.50","2","4,522.00","2"
19-Oct-2015,EQ,"2,250.00","2,290.00","2,240.00","2,230.00","2,252.00","2,252.00","2,258.09","2,928.00","1,802.50","44","99,356.12","6"
16-Oct-2015,EQ,"2,280.00","2,285.00","2,205.01","2,275.00","2,230.00","2,230.00","2,269.23","2,928.00","1,802.50","26","59,000.01","6"
15-Oct-2015,EQ,"2,275.00","2,275.00","2,275.00","2,190.00","2,275.00","2,275.00","2,275.00","2,928.00","1,802.50","6","13,650.00","4"
14-Oct-2015,EQ,"2,290.00","2,290.00","2,190.00","2,211.60","2,190.00","2,190.00","2,232.00","2,928.00","1,802.50","5","11,160.00","4"
13-Oct-2015,EQ,"2,260.00","2,260.00","2,211.60","2,280.00","2,211.60","2,211.60","2,214.89","2,928.00","1,802.50","73","1,61,687.00","25"
12-Oct-2015,EQ,"2,225.00","2,310.00","2,225.00","2,221.00","2,280.00","2,280.00","2,263.18","2,928.00","1,802.50","22","49,789.92","10"
