DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
31-Dec-2020,EQ,"339.00","386.00","339.00","339.28","351.00","354.08","349.63","391.60","269.10","6,067","21,21,193.18","169"
30-Dec-2020,EQ,"337.00","339.99","336.50","335.21","336.50","339.28","338.76","391.60","269.10","478","1,61,925.44","41"
29-Dec-2020,EQ,"335.10","343.89","331.01","337.24","341.94","335.21","336.72","391.60","269.10","1,032","3,47,490.42","92"
28-Dec-2020,EQ,"336.00","339.00","334.00","334.00","338.95","337.24","336.40","391.60","269.10","2,224","7,48,162.94","170"
24-Dec-2020,EQ,"334.00","337.00","325.01","329.81","334.00","334.00","331.93","391.60","269.10","775","2,57,243.07","60"
23-Dec-2020,EQ,"335.50","336.99","326.22","330.75","332.80","329.81","330.99","391.60","269.10","594","1,96,608.05","89"
22-Dec-2020,EQ,"331.99","344.90","325.02","328.02","335.50","330.75","334.32","391.60","269.10","2,156","7,20,787.86","156"
21-Dec-2020,EQ,"344.56","344.56","320.00","334.53","330.00","328.02","332.06","391.60","269.10","974","3,23,422.30","144"
18-Dec-2020,EQ,"334.66","339.00","330.00","334.20","333.00","334.53","334.17","3,250.00","269.10","1,052","3,51,547.15","87"
17-Dec-2020,EQ,"348.00","348.00","331.03","345.26","334.00","334.20","337.43","3,250.00","269.10","6,698","22,60,092.83","255"
16-Dec-2020,EQ,"348.00","355.80","345.00","345.85","345.01","345.26","349.67","3,250.00","269.10","6,385","22,32,612.96","140"
15-Dec-2020,EQ,"350.70","351.00","344.00","351.49","346.57","345.85","346.96","3,250.00","269.10","1,507","5,22,862.86","75"
14-Dec-2020,EQ,"355.50","355.50","349.00","355.97","351.50","351.49","352.24","3,250.00","269.10","2,546","8,96,795.09","125"
11-Dec-2020,EQ,"358.00","362.00","353.15","361.52","355.50","355.97","356.30","3,284.00","269.10","5,673","20,21,311.85","188"
10-Dec-2020,EQ,"349.00","365.00","344.55","346.07","363.00","361.52","353.29","3,284.00","269.10","2,494","8,81,093.95","128"
09-Dec-2020,EQ,"352.00","358.91","343.31","347.85","344.55","346.07","348.32","3,284.00","269.10","16,850","58,69,138.98","203"
08-Dec-2020,EQ,"353.00","354.85","343.00","348.41","348.00","347.85","350.52","3,284.00","269.10","1,174","4,11,505.36","115"
07-Dec-2020,EQ,"366.99","366.99","342.30","357.50","348.50","348.41","347.67","3,284.00","269.10","1,169","4,06,428.65","149"
04-Dec-2020,EQ,"367.75","367.75","352.03","360.05","352.03","357.50","353.90","3,349.00","269.10","13,259","46,92,400.39","236"
03-Dec-2020,EQ,"358.25","366.68","352.00","352.68","356.86","360.05","361.60","3,349.00","269.10","1,611","5,82,536.50","127"
02-Dec-2020,EQ,"356.95","356.95","345.00","346.50","354.00","352.68","352.70","3,349.00","269.10","550","1,93,986.84","31"
01-Dec-2020,EQ,"350.00","360.00","346.50","346.30","346.50","346.50","351.78","3,349.00","269.10","989","3,47,909.64","57"
27-Nov-2020,EQ,"340.01","350.03","340.01","349.93","344.90","346.30","348.08","3,450.00","269.10","102","35,504.18","21"
26-Nov-2020,EQ,"351.12","351.12","339.00","349.62","350.30","349.93","349.09","3,450.00","269.10","166","57,949.52","21"
25-Nov-2020,EQ,"348.98","351.00","338.20","344.36","342.00","349.62","347.69","3,450.00","269.10","595","2,06,872.83","44"
24-Nov-2020,EQ,"344.00","348.98","340.10","344.47","344.36","344.36","345.22","3,450.00","269.10","110","37,974.33","20"
23-Nov-2020,EQ,"349.15","351.00","337.25","348.43","344.50","344.47","341.21","3,450.00","269.10","489","1,66,852.17","33"
20-Nov-2020,EQ,"348.00","350.00","337.05","346.51","350.00","348.43","347.80","3,626.00","269.10","6,152","21,39,684.06","97"
19-Nov-2020,EQ,"330.00","352.31","330.00","338.77","337.00","346.51","343.30","3,626.00","269.10","2,082","7,14,742.86","118"
18-Nov-2020,EQ,"351.00","351.00","335.00","342.08","335.01","338.77","339.95","3,626.00","269.10","121","41,134.27","29"
17-Nov-2020,EQ,"340.00","344.00","336.00","341.99","343.50","342.08","340.77","3,626.00","269.10","246","83,830.45","44"
14-Nov-2020,EQ,"350.00","350.00","330.00","336.10","342.49","341.99","343.59","3,626.00","269.10","242","83,148.43","24"
13-Nov-2020,EQ,"343.98","343.98","326.06","338.34","340.10","336.10","336.42","3,626.00","269.10","696","2,34,146.60","83"
12-Nov-2020,EQ,"331.00","341.72","331.00","330.43","336.00","338.34","336.28","3,626.00","269.10","182","61,203.61","30"
11-Nov-2020,EQ,"340.00","340.00","326.01","334.40","327.01","330.43","333.51","3,626.00","269.10","97","32,350.36","43"
10-Nov-2020,EQ,"339.80","346.00","315.32","339.90","325.00","334.40","335.83","3,626.00","269.10","782","2,62,616.07","77"
09-Nov-2020,EQ,"334.50","344.50","334.50","334.50","334.54","339.90","340.81","3,626.00","269.10","343","1,16,898.39","32"
06-Nov-2020,EQ,"326.00","335.84","325.00","325.06","335.84","334.50","330.80","3,756.89","269.10","508","1,68,048.63","33"
05-Nov-2020,EQ,"328.95","328.95","316.27","323.17","325.78","325.06","322.14","3,756.89","269.10","584","1,88,129.37","85"
04-Nov-2020,EQ,"327.00","327.00","322.00","327.01","325.10","323.17","323.01","3,756.89","269.10","226","73,001.10","22"
03-Nov-2020,EQ,"323.00","329.49","320.11","323.00","327.00","327.01","327.31","3,756.89","269.10","86","28,148.50","13"
02-Nov-2020,EQ,"321.35","323.00","321.35","321.35","323.00","323.00","322.01","3,756.89","269.10","255","82,113.40","20"
30-Oct-2020,EQ,"322.95","322.95","321.35","320.06","321.35","321.35","322.20","3,756.89","269.10","215","69,272.76","27"
29-Oct-2020,EQ,"313.00","323.50","313.00","324.72","322.95","320.06","320.92","3,756.89","269.10","515","1,65,276.00","22"
28-Oct-2020,EQ,"312.00","325.00","311.00","321.13","325.00","324.72","320.79","3,756.89","269.10","551","1,76,757.08","77"
27-Oct-2020,EQ,"316.90","322.00","309.20","317.07","321.70","321.13","317.69","3,756.89","269.10","426","1,35,336.55","61"
26-Oct-2020,EQ,"318.00","318.00","307.80","317.43","317.99","317.07","316.80","3,756.89","269.10","424","1,34,322.17","35"
23-Oct-2020,EQ,"308.20","317.80","308.20","309.30","317.80","317.43","316.52","3,756.89","269.10","366","1,15,846.80","50"
