DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
30-Dec-2011,EQ,"1,323.99","1,325.99","1,310.00","1,310.00","1,314.00","1,314.00","1,314.95","1,643.00","1,085.00","508","6,67,994.00","17"
29-Dec-2011,EQ,"1,311.50","1,311.50","1,310.00","1,316.00","1,310.00","1,310.00","1,310.12","1,643.00","1,085.00","13","17,031.50","4"
28-Dec-2011,EQ,"1,324.99","1,324.99","1,316.00","1,326.99","1,316.00","1,316.00","1,316.59","1,643.00","1,085.00","86","1,13,226.96","7"
27-Dec-2011,EQ,"1,326.99","1,326.99","1,326.99","1,316.00","1,326.99","1,326.99","1,326.99","1,643.00","1,085.00","1","1,326.99","1"
26-Dec-2011,EQ,"1,310.00","1,316.00","1,310.00","1,316.99","1,316.00","1,316.00","1,314.72","1,643.00","1,085.00","47","61,792.00","4"
23-Dec-2011,EQ,"1,316.99","1,317.00","1,307.00","1,301.99","1,316.99","1,316.99","1,316.50","1,643.00","1,085.00","60","78,989.96","6"
22-Dec-2011,EQ,"1,301.99","1,301.99","1,301.99","1,294.00","1,301.99","1,301.99","1,301.99","1,643.00","1,085.00","10","13,019.90","1"
21-Dec-2011,EQ,"1,303.00","1,303.02","1,230.00","1,283.00","1,294.00","1,294.00","1,284.57","1,643.00","1,085.00","164","2,10,670.03","10"
20-Dec-2011,EQ,"1,285.00","1,297.00","1,283.00","1,277.50","1,283.00","1,283.00","1,287.97","1,643.00","1,085.00","59","75,990.00","7"
19-Dec-2011,EQ,"1,271.00","1,277.50","1,271.00","1,275.00","1,277.50","1,277.50","1,275.01","1,643.00","1,085.00","276","3,51,901.50","9"
16-Dec-2011,EQ,"1,285.00","1,286.00","1,275.00","1,302.00","1,275.00","1,275.00","1,279.70","1,643.00","1,085.00","227","2,90,492.05","13"
15-Dec-2011,EQ,"1,312.00","1,312.00","1,302.00","1,320.00","1,302.00","1,302.00","1,302.62","1,643.00","1,085.00","100","1,30,262.00","10"
14-Dec-2011,EQ,"1,328.99","1,328.99","1,320.00","1,314.00","1,320.00","1,320.00","1,325.07","1,643.00","1,085.00","6","7,950.44","3"
13-Dec-2011,EQ,"1,314.00","1,314.00","1,314.00","1,313.00","1,314.00","1,314.00","1,314.00","1,643.00","1,085.00","2","2,628.00","1"
12-Dec-2011,EQ,"1,313.00","1,313.00","1,313.00","1,309.00","1,313.00","1,313.00","1,313.00","1,643.00","1,085.00","1","1,313.00","1"
09-Dec-2011,EQ,"1,311.00","1,311.00","1,309.00","1,320.00","1,309.00","1,309.00","1,309.20","1,643.00","1,085.00","10","13,092.00","4"
08-Dec-2011,EQ,"1,331.99","1,331.99","1,320.00","1,321.00","1,320.00","1,320.00","1,320.55","1,643.00","1,085.00","51","67,347.99","7"
07-Dec-2011,EQ,"1,314.00","1,321.00","1,314.00","1,322.32","1,321.00","1,321.00","1,315.73","1,643.00","1,085.00","30","39,472.00","7"
05-Dec-2011,EQ,"1,310.00","1,324.99","1,308.50","1,310.00","1,324.99","1,322.32","1,312.11","1,643.00","1,085.00","32","41,987.45","9"
02-Dec-2011,EQ,"1,300.00","1,311.00","1,300.00","1,310.00","1,310.00","1,310.00","1,305.33","1,643.00","1,085.00","41","53,518.40","11"
